ord,n,m,all_data,a,find_counterfactual_set,select_optimal_pairs,improved_counterfactual,time,equal_r1_r2,equal_r1_r3,equal_r2_r3
26,20,19,"[([22], 0.0022132519423045606), ([53], 0.0009147219360479798), ([68], 0.0034397126172932236), ([51], 0.002667528568882919), ([86], 0.0019677995750508564), ([14], 0.0025442506328529676), ([100], 0.0014012374904169634), ([48, 14], 0.004331291458251495), ([87, 53], 0.0027426883872480362), ([26, 100], 0.0043308875453074835), ([82, 51], 0.007314882752040454), ([97, 68], 0.004011395345711041), ([36, 86], 0.0028622610862190823), ([24, 22], 0.00510505431839068), ([25, 48, 14], 0.005886173865669052), ([4, 82, 51], 0.008295741301259566), ([42, 36, 86], 0.006051939776289095), ([99, 24, 22], 0.008264235964147552), ([45, 4, 82, 51], 0.009838932527880598), ([38, 45, 4, 82, 51], 0.010256175902979397)]",0.03465485907319488,"[68, 82, 51, 14, 99, 24, 22, 26, 100, 42, 36, 86, 87, 53]","[68, 14, 87, 53, 26, 100, 82, 51, 42, 36, 86, 99, 24, 22]",[],"[0.0003294944763183594, 0.022450685501098633, 0.00021982192993164062]",TRUE,FALSE,FALSE
26,13,20,"[([80], 0.0020372266632516256), ([22], 0.0006276462356566137), ([92], 0.0002425290860412738), ([81], 0.0002847319658492259), ([57], 0.0011452295144545998), ([9], 0.0021222693679896526), ([90], 0.004688467655549771), ([18, 9], 0.0024861183411571206), ([65, 80], 0.006298599672534455), ([23, 90], 0.006286221228526979), ([46, 81], 0.0019978385667756018), ([30, 46, 81], 0.0029536238315809094), ([95, 30, 46, 81], 0.0048349291652222725)]",0.010835829993809644,"[90, 65, 80]","[90, 65, 80]","[23, 65, 80, 90]","[4.982948303222656e-05, 0.06709718704223633, 0.00010943412780761719]",TRUE,FALSE,FALSE
26,14,21,"[([85], 0.004357878076250031), ([21, 85], 0.008640941331581975), ([59, 21, 85], 0.010183188363298809)]",0.005063325213012767,"[21, 85]","[21, 85]","[21, 59]","[2.1457672119140625e-05, 9.775161743164062e-06, 2.7418136596679688e-05]",TRUE,TRUE,TRUE
26,12,22,"[([38], 0.0012470580215441086), ([61], 0.0034749751113612426), ([74], 0.003976793903399557), ([100], 0.001118809368144434), ([72], 0.0010825913544041832), ([33], 0.004502709252929884), ([6, 100], 0.0018136023058128497), ([2, 74], 0.005356407308340543), ([43, 72], 0.0025040243812154165), ([55, 61], 0.0039013106379100376), ([82, 43, 72], 0.003589262703542574), ([20, 55, 61], 0.008565427381586534)]",0.014802877254302023,"[33, 74, 20, 55, 61]","[74, 33, 20, 55, 61]",[],"[6.818771362304688e-05, 0.0007772445678710938, 5.626678466796875e-05]",TRUE,FALSE,FALSE
26,14,23,"[([63], 0.0022892895383269957), ([22], 0.002443920787256717), ([65], 0.0013523828734210092), ([89], 0.0034080714890793833), ([13], 0.0016076375299025542), ([42], 0.0014621102068303506), ([2], 0.0020191501128154943), ([41], 0.004391752362160862), ([82, 41], 0.007372005489016188), ([38, 2], 0.005838640359714744), ([34, 42], 0.005444573701286309), ([95, 13], 0.005942784662018977), ([50, 65], 0.004621623756688164), ([11, 22], 0.00461542318915059)]",0.020039922058785364,"[41, 89, 95, 13, 22, 38, 2]","[63, 22, 2, 82, 41, 95, 13]",[],"[7.271766662597656e-05, 0.003717660903930664, 6.818771362304688e-05]",TRUE,FALSE,FALSE
26,17,24,"[([86], 0.0041431172020663645), ([93], 0.001110420806847154), ([91], 0.002922643598914207), ([25], 0.004026042372386041), ([63], 0.003566988299284991), ([97], 0.0028777760902747407), ([75], 0.0027396897459826723), ([51], 0.002394618702598108), ([83], 0.0012584211396725), ([2], 0.0018865511658038142), ([94], 0.002389300189242104), ([98, 97], 0.007202649475282669), ([47, 98, 97], 0.010626878424310801), ([60, 47, 98, 97], 0.012600668767328233), ([35, 60, 47, 98, 97], 0.014676108374458407), ([90, 35, 60, 47, 98, 97], 0.016078643340391965)]",0.03299740718869784,"[86, 25, 63, 47, 98, 97, 91, 75, 51, 94, 2]","[86, 25, 63, 75, 51, 83, 2, 94, 47, 98, 97]",[],"[0.0001838207244873047, 0.01442861557006836, 9.179115295410156e-05]",TRUE,FALSE,FALSE
26,12,25,"[([67], 0.0010800479934799485), ([29], 0.000955695434897812), ([96], 0.0012264428399543653), ([75], 0.003853619011416904), ([21], 0.0011748347753053469), ([37, 75], 0.006190914675894432), ([10, 29], 0.00459242257586882), ([46, 67], 0.002251270087505688), ([12, 46, 67], 0.005725429328068471), ([53, 37, 75], 0.00931866291020287), ([93, 10, 29], 0.0066378080836302575)]",0.020897892782790105,"[53, 37, 75, 93, 10, 29, 12, 46, 67]","[12, 46, 67, 53, 37, 75, 93, 10, 29]",[],"[0.00015401840209960938, 0.0002970695495605469, 5.125999450683594e-05]",TRUE,FALSE,FALSE
26,19,26,"[([94], 0.002919152698696), ([37], 0.0009260132996666299), ([40], 0.0041303199321551815), ([48], 0.004546642156877327), ([32], 0.0026251701354461972), ([50], 0.0001707137363215266), ([43], 0.0018085656095604913), ([46], 0.0006142333956436797), ([81], 0.0024197100881250123), ([10], 0.0012404365928318755), ([70], 0.0005124010725729273), ([98], 0.00289583901045397), ([61], 0.0014623529677720744), ([23], 0.002068903812134455), ([65], 0.0006750930717268955), ([4], 0.0027839028839898626), ([13], 0.004900012933635448), ([69], 0.0021996847669149833), ([45, 4], 0.0032342999304266085)]",0.018422776849811973,"[13, 48, 40, 94, 98]","[40, 48, 23, 4, 13]",[],"[3.9577484130859375e-05, 1.2929952144622803, 0.00019359588623046875]",TRUE,FALSE,FALSE
26,12,27,"[([34], 0.0006333033098043395), ([61], 0.0008656014837247295), ([31], 0.0036663898157288394), ([46, 34], 0.0038474750082249246), ([67, 46, 34], 0.005836109681139696), ([15, 67, 46, 34], 0.0090621374216993), ([53, 15, 67, 46, 34], 0.013937357422803399), ([92, 53, 15, 67, 46, 34], 0.014175566817290508)]",0.02554858950341582,[],[],[],"[0.0001537799835205078, 0.0003857612609863281, 4.935264587402344e-05]",TRUE,TRUE,TRUE
26,18,28,"[([13], 0.0022823793486384265), ([66], 0.0002633877660589012), ([6], 0.0024545318005735734), ([18], 0.0016350749186910913), ([47], 0.0019463704311981967), ([86], 0.0002119749974176255), ([19, 6], 0.004785519273729272), ([85, 47], 0.0029294971196563383), ([72, 86], 0.0051874319390283), ([34, 72, 86], 0.008942259576837495), ([46, 34, 72, 86], 0.009781648303635345), ([2, 46, 34, 72, 86], 0.010527629481335963), ([3, 2, 46, 34, 72, 86], 0.011623767924675352)]",0.0167761307216799,"[34, 72, 86, 19, 6, 13, 47]","[13, 19, 6, 46, 34, 72, 86]","[2, 3, 6, 13, 19, 34, 46, 72]","[0.0001277923583984375, 0.0011715888977050781, 6.771087646484375e-05]",TRUE,FALSE,FALSE
26,10,29,"[([5], 0.004919453275461046), ([10], 0.0001105793609648092), ([8], 0.002314699053776774), ([70], 0.0031922502355677313), ([28], 0.0044599071808664684), ([63, 28], 0.0047214992813903), ([91, 8], 0.003340388669012869), ([16, 63, 28], 0.00654307226721125), ([92, 91, 8], 0.004851435712294523)]",0.006825584433065013,"[5, 28]","[5, 8]","[5, 70]","[1.5974044799804688e-05, 0.00017309188842773438, 4.291534423828125e-05]",TRUE,TRUE,TRUE
26,20,30,"[([8], 0.0043652881278634535), ([44], 0.0022649922380233753), ([26], 0.002382790338548691), ([12], 0.004646718450233707), ([91, 26], 0.004361041684162422), ([48, 8], 0.007278997481986025), ([85, 44], 0.002530794194660787), ([51, 12], 0.009603416689844785), ([5, 91, 26], 0.008499073961115074), ([78, 48, 8], 0.008063286268359438), ([50, 85, 44], 0.004823770834488164), ([32, 51, 12], 0.01101031203690129)]",0.02812574788501655,"[51, 12, 48, 8, 5, 91, 26, 50, 85, 44]","[44, 51, 12, 5, 91, 26, 78, 48, 8]",[],"[0.0001652240753173828, 0.000362396240234375, 5.316734313964844e-05]",FALSE,FALSE,FALSE
26,11,31,"[([20], 0.0006823109302873798), ([42], 0.004403794925551183), ([22], 0.002957610943471602), ([62], 0.004223651896840673), ([11], 0.0024909338962881846), ([67], 0.0024249687943939647), ([85], 0.003201285774009677), ([86], 0.0025668650178236533), ([65], 0.004563077455342585), ([32], 0.0028666731779233845), ([13], 0.004654188849811425)]",0.012437236369161785,"[13, 65, 42]","[42, 62, 65]",[],"[1.9550323486328125e-05, 0.0017695426940917969, 5.459785461425781e-05]",TRUE,FALSE,FALSE
26,18,32,"[([94], 0.002418586594555226), ([35], 0.0012082907746836452), ([86], 0.0024678314997750336), ([10], 0.0011311715139646589), ([50], 0.0004052477784277792), ([34], 0.0048774611914360775), ([24], 0.0008443446225146395), ([40], 0.0028218653385468184), ([87], 0.001456070219216401), ([28], 0.0007164252315809649), ([88], 0.0041390908923270575), ([82], 0.0024856528451041348), ([59], 0.00491554772718837), ([7], 1.81588918637515e-05), ([75], 0.004502708146115201), ([32], 0.0003664695527467443), ([51], 0.002249959637428484), ([71], 0.0033463296266119675)]",0.007789364216081058,"[59, 34]","[75, 71]",[],"[1.8835067749023438e-05, 0.6567356586456299, 0.00011897087097167969]",TRUE,FALSE,FALSE
26,18,33,"[([88], 0.0001203402580865959), ([37], 0.0016082426480518175), ([83], 0.003666774036094351), ([74], 0.002477482352202459), ([27], 0.00262382554965926), ([78], 0.004820980224783359), ([42], 0.003842797385971489), ([17], 0.001617436672133496), ([2, 27], 0.004331146822325072), ([3, 83], 0.006174868164624071), ([15, 78], 0.005570186374984769), ([40, 74], 0.006139045854101218), ([97, 17], 0.0016816225252247153), ([6, 97, 17], 0.002557940534793129), ([57, 3, 83], 0.009856995264869392), ([53, 40, 74], 0.006197990679054951), ([11, 15, 78], 0.010234329679674577), ([75, 53, 40, 74], 0.006585393031265699)]",0.025183464667821127,"[78, 42, 57, 3, 83, 27, 40, 74]","[74, 27, 57, 3, 83, 11, 15, 78]",[],"[0.00014472007751464844, 0.01498866081237793, 0.00011491775512695312]",TRUE,FALSE,FALSE
26,11,34,"[([99], 0.0011416263131942483), ([78], 0.002465068041132495), ([88], 0.003237855241903663), ([25], 0.0014237984052643616), ([73, 99], 0.0048547907284052765), ([16, 73, 99], 0.00576114668278731), ([34, 16, 73, 99], 0.006310225725211089)]",0.009017437885443293,"[88, 78, 73, 99]","[88, 25, 73, 99]",[],"[4.0531158447265625e-05, 4.696846008300781e-05, 3.552436828613281e-05]",TRUE,FALSE,FALSE
26,15,35,"[([39], 9.25115751662303e-05), ([7], 0.0022613447859439048), ([30], 0.0004254270450065883), ([40], 0.000201558691115134), ([1], 0.0008046229110722369), ([77], 0.004330549030674806), ([4], 0.0012531953203623054), ([99], 0.0011711016454806122), ([95], 0.0027074765577053566), ([83], 0.00337524186580748), ([66, 83], 0.004315034183976517), ([75, 4], 0.004514406625179679), ([29, 39], 0.003199107711268178), ([98, 30], 0.0018654483765783191), ([85, 99], 0.005656722414782499)]",0.016608679743944907,"[77, 83, 85, 99, 75, 4]","[7, 77, 75, 4, 85, 99]",[],"[4.5299530029296875e-05, 0.010106086730957031, 0.00010609626770019531]",TRUE,FALSE,FALSE
26,13,36,"[([42], 0.0002205558353599746), ([39], 0.003149171512509534), ([80], 0.0017985435253249926), ([88], 0.0036288944246937265), ([19], 0.001251305752485129), ([100], 0.0036659861695709996), ([23], 0.0025380875371139294), ([5], 0.0019682512944643), ([63], 0.004530449293772583), ([57], 0.0002120370097216939), ([33, 88], 0.005569906705514938), ([25, 33, 88], 0.008402827393454083), ([3, 25, 33, 88], 0.012676676260044886)]",0.02259011000775564,"[63, 100, 3, 25, 33, 88, 39]","[80, 100, 63, 3, 25, 33, 88]",[],"[8.916854858398438e-05, 0.0032160282135009766, 6.580352783203125e-05]",TRUE,FALSE,FALSE
26,10,37,"[([29], 0.0016675448714944601), ([15, 29], 0.0040927604161091515), ([95, 15, 29], 0.006304355826441027), ([51, 95, 15, 29], 0.009060975046544814), ([2, 51, 95, 15, 29], 0.012440195931536587)]",0.007380756579103853,"[51, 95, 15, 29]","[51, 95, 15, 29]","[2, 51, 95]","[3.314018249511719e-05, 1.1682510375976562e-05, 2.5987625122070312e-05]",TRUE,FALSE,FALSE
26,17,38,"[([48], 0.00284253562790374), ([73], 0.0001942910868554654), ([28], 8.09852457413335e-05), ([40], 0.0009289647217704033), ([19], 0.004285042225354221), ([13], 0.0036653404307126066), ([88], 0.0031311017545302858), ([15], 0.0031259204020463688), ([57], 0.003667665848778197), ([45], 0.0037428688066204535), ([16], 0.0025868096255233643), ([98], 0.0017824185621224198), ([17], 0.004412682259833068), ([62], 0.0021110304086924625), ([2], 0.0029541016079151433), ([92], 0.0015451488998607006), ([3], 0.0012855906600561246)]",0.010140082626726806,"[17, 19, 45]","[48, 13, 57]","[17, 19, 45]","[1.9788742065429688e-05, 0.4288778305053711, 0.00011730194091796875]",TRUE,TRUE,TRUE
26,11,39,"[([93], 0.00258932725801302), ([46, 93], 0.007095079743185226), ([81, 46, 93], 0.009430870694947385), ([34, 81, 46, 93], 0.013115224649674259), ([10, 34, 81, 46, 93], 0.015464193093598734), ([85, 10, 34, 81, 46, 93], 0.017531997359563407)]",0.017026977300530155,"[85, 10, 34, 81, 46, 93]","[85, 10, 34, 81, 46, 93]","[10, 34, 46, 81, 85, 93]","[7.390975952148438e-05, 1.621246337890625e-05, 3.409385681152344e-05]",TRUE,TRUE,TRUE
27,15,0,"[([73], 0.0015903861490271442), ([96], 0.003767417225114015), ([17], 0.0003205378442098627), ([52, 17], 0.003988973917273694), ([82, 96], 0.005896456314325511), ([68, 73], 0.004672616525406182), ([39, 82, 96], 0.008295213420705078), ([5, 52, 17], 0.007241805629185498), ([35, 68, 73], 0.006194935585509681)]",0.019356305250807726,"[39, 82, 96, 68, 73, 5, 52, 17]","[68, 73, 39, 82, 96, 5, 52, 17]",[],"[0.00010704994201660156, 7.748603820800781e-05, 4.410743713378906e-05]",TRUE,FALSE,FALSE
27,14,1,"[([59], 0.004142016976175903), ([47], 0.004638716606901295), ([35, 59], 0.009118534519522752), ([99, 47], 0.006360107260461265), ([2, 35, 59], 0.012480979487099624), ([37, 99, 47], 0.00839621174654584)]",0.0011362700552526746,[47],[59],[2],"[5.7220458984375e-06, 2.288818359375e-05, 2.9325485229492188e-05]",TRUE,TRUE,TRUE
27,15,2,"[([49], 0.0018851587664875868), ([43], 0.0012029519660635857), ([83], 0.002165355090708055), ([7], 0.0017893783649299384), ([88], 0.0005873747343273605), ([82, 83], 0.0044676671427072625), ([95, 49], 0.004007323043319665), ([27, 43], 0.005243284736904703), ([30, 7], 0.003054265485519364), ([47, 88], 0.004599457052902175), ([50, 95, 49], 0.004067793369958661), ([97, 30, 7], 0.003747046110641376), ([21, 47, 88], 0.007867999028517982), ([85, 82, 83], 0.0061908272599659996), ([25, 27, 43], 0.005589645537355671)]",0.01118590023358341,"[83, 21, 47, 88, 49]","[43, 83, 21, 47, 88]",[],"[3.910064697265625e-05, 0.0015499591827392578, 6.699562072753906e-05]",TRUE,FALSE,FALSE
27,18,3,"[([70], 0.004525632254734481), ([82, 70], 0.007194235982167513), ([65, 82, 70], 0.009830891112427884)]",0.000837957496949044,[70],[70],[65],"[4.76837158203125e-06, 6.9141387939453125e-06, 1.9073486328125e-05]",TRUE,TRUE,TRUE
27,16,4,"[([8], 0.0021847243290461396), ([55], 0.004808564518079885), ([59], 0.0035148008354232508), ([84], 0.0020044776529072215), ([7], 0.0017345071817289497), ([68], 0.003475346261921369), ([71], 0.0001337017200246987), ([2], 0.0028211879972480113), ([5], 0.0026830467488186123), ([74], 0.0003087917041609562), ([1], 0.004384265567161963), ([97], 0.002523884531333192), ([28], 0.002179098459502747), ([88, 1], 0.007044766276371705), ([42, 59], 0.007012862444508891), ([63, 84], 0.006574199345721855)]",0.019413900701343228,"[55, 1, 42, 59, 68]","[55, 68, 1, 42, 59]",[],"[4.38690185546875e-05, 0.037387847900390625, 0.00014734268188476562]",TRUE,FALSE,FALSE
27,18,5,"[([69], 0.003681739934821943), ([92], 0.004736974809028011), ([57], 0.004957002744324836), ([35], 0.0036977017385222168), ([22], 0.003498874098549616), ([94], 0.004164982389300908), ([5], 0.0015046200797432718), ([4], 0.0004795285790833981), ([78], 0.0006950653170714893), ([66, 4], 0.000633064791619688), ([46, 57], 0.007134964960774719), ([70, 69], 0.005989486753324102), ([53, 66, 4], 0.0019057598405490506), ([11, 70, 69], 0.007083733507072364), ([23, 46, 57], 0.007665718100076789), ([73, 23, 46, 57], 0.008055096533903367), ([31, 11, 70, 69], 0.010744625559727973)]",0.015230967188704179,"[57, 92, 70, 69]","[92, 57, 94, 5]",[],"[5.91278076171875e-05, 0.012539386749267578, 0.00010442733764648438]",TRUE,FALSE,FALSE
27,19,6,"[([90], 0.0008202808910459208), ([63], 0.00324008632529474), ([51], 0.004927702740419942), ([94], 0.002982762214993641), ([61], 0.0020647026756343834), ([87], 0.0023253839889662976), ([95], 0.0020528522343210313), ([10], 0.0013044207510983497), ([58], 0.0029205608945806778), ([3], 0.000476747182129037), ([70], 0.0026084231914780083), ([73], 0.0013892628808125568), ([17, 51], 0.006267651456383182), ([46, 3], 0.0019315676424374551), ([36, 73], 0.003159252018109009), ([31, 94], 0.007976029232527476), ([68, 46, 3], 0.0030790375621166806), ([91, 36, 73], 0.00472892927821234), ([11, 31, 94], 0.011607154084707843)]",0.005552244232924056,"[31, 94]","[63, 87]","[11, 31]","[4.0531158447265625e-05, 0.16968226432800293, 0.00013303756713867188]",TRUE,TRUE,TRUE
27,19,7,"[([48], 0.0023258685963267267), ([9], 0.0022096767271560605), ([71], 0.0009250365667921162), ([26], 0.004137056847081112), ([18], 0.004280463432757404), ([100], 0.001870137774483761), ([50], 0.0007302595597144746), ([86], 0.0032928897041455143), ([74], 0.0015273795859870648), ([72], 0.0024493856791546315), ([98], 0.000754857105113399), ([97], 0.0001130266067594093), ([46], 0.0015906501199213397), ([8], 0.0043526744133742115), ([52], 0.001671154956191388), ([96, 26], 0.0052241702117322795), ([99, 72], 0.006905843088301099), ([63, 50], 0.0034981904355263355), ([88, 99, 72], 0.007126925360884968)]",0.006073740777770382,"[99, 72]","[18, 100]","[8, 18]","[2.8848648071289062e-05, 0.5236907005310059, 0.0001347064971923828]",TRUE,TRUE,TRUE
27,20,8,"[([71], 0.004855073866948509), ([94], 0.0016602525846439648), ([44], 0.0003773747378850983), ([86], 0.0020061248012481886), ([51, 94], 0.003635917572204016), ([38, 44], 0.0010458617892567064), ([79, 86], 0.0042384193748682426), ([81, 71], 0.008422571187241176), ([80, 51, 94], 0.007616288598899819), ([22, 79, 86], 0.007173807838961791), ([64, 81, 71], 0.009030712008311396), ([3, 38, 44], 0.0012588045658320092)]",0.02620963630127953,[],[],[],"[0.0002269744873046875, 0.0004143714904785156, 5.555152893066406e-05]",TRUE,TRUE,TRUE
27,10,9,"[([23], 0.0023267567972752195), ([92], 0.002541141650441707), ([60], 0.002957781760287675), ([12, 92], 0.004544864864376327), ([78, 60], 0.003888117653008904), ([42, 23], 0.005770070251353505)]",0.008038182724442781,"[60, 42, 23]","[92, 42, 23]","[12, 23, 42, 92]","[2.3603439331054688e-05, 2.8133392333984375e-05, 2.9802322387695312e-05]",TRUE,FALSE,FALSE
27,13,10,"[([90], 0.0039624375627745605), ([23], 0.0027676402059068363), ([49], 0.004075722764524336), ([42], 0.0036206017848701283), ([27], 0.0032537303006187172), ([29], 0.003690166391650333), ([52], 0.0033612003374715762), ([88], 0.004893633971752481), ([13], 0.0028292748310349077), ([21], 0.004012132350654731), ([31], 0.004028481683857048), ([1], 0.0023962072768945676), ([95], 0.0024322209214570007)]",0.002519886789830334,[88],[23],[88],"[6.9141387939453125e-06, 0.00763249397277832, 6.175041198730469e-05]",TRUE,TRUE,TRUE
27,16,11,"[([89], 0.00414681703744651), ([90], 0.004309283742654538), ([26], 0.0026811190468461026), ([37], 0.0023623455495294767), ([95], 0.0028580659900202844), ([16], 0.004073548653957068), ([61], 0.001647302144731252), ([11], 0.0008746259406135914), ([21], 0.00085028416979892), ([1], 0.002893802106708072), ([15], 0.001920270690002589), ([93], 0.0016794961981658996), ([8], 0.0017559370464935542), ([29], 0.004736699526865354), ([43], 0.0002490067574997296), ([97, 1], 0.006390500511570085)]",0.0030284037024351294,[29],[16],[29],"[1.0251998901367188e-05, 0.13585543632507324, 0.00012302398681640625]",TRUE,TRUE,TRUE
27,19,12,"[([49], 0.004655066436257407), ([27], 0.0033750994322081767), ([63], 0.004701715153362668), ([15, 49], 0.005009308485749649), ([90, 15, 49], 0.007341070280678213), ([59, 90, 15, 49], 0.009325483970477624), ([78, 59, 90, 15, 49], 0.010135243722382501)]",0.016413092420096656,"[63, 59, 90, 15, 49, 27]","[27, 63, 59, 90, 15, 49]",[],"[7.677078247070312e-05, 3.838539123535156e-05, 3.743171691894531e-05]",TRUE,FALSE,FALSE
27,10,13,"[([40], 0.004723102047880337), ([37], 0.0019609887702858016), ([80], 0.0012881676610075493), ([94], 0.004821859080893679), ([36], 0.0015110861952633548), ([42, 37], 0.005383609357695128), ([31, 42, 37], 0.009816123731547152), ([55, 31, 42, 37], 0.011604567718116687), ([50, 55, 31, 42, 37], 0.012585281694227632)]",0.011284285607562379,"[94, 40, 37]","[40, 37, 94]",[],"[2.2649765014648438e-05, 0.0001316070556640625, 4.0531158447265625e-05]",TRUE,FALSE,FALSE
27,19,14,"[([90], 0.0040178132067972515), ([24], 0.002302133156772059), ([23], 0.002401288524478902), ([20], 3.31197658338866e-05), ([43], 0.004294638680843872), ([2], 0.0037611057941154815), ([50], 0.002096903509535024), ([36], 0.0006981442549024575), ([28], 0.004027096485601123), ([30], 0.003133068257047152), ([49], 0.0020432542085233973), ([47], 0.0004611423719879609), ([5], 0.004907206169961531), ([54], 0.0018448080773223712), ([14], 0.0007681997843886823), ([92], 0.0014804373641956815), ([3, 54], 0.003906659498727497), ([37, 20], 0.0030742805631255176), ([57, 3, 54], 0.004719084047366581)]",0.006876284614713487,"[5, 43]","[2, 30]","[5, 43]","[3.361701965332031e-05, 0.7327938079833984, 0.00012946128845214844]",TRUE,TRUE,TRUE
27,10,15,"[([37], 0.0007441688274590786), ([23], 0.004180217917504459), ([54], 0.0048391338033648), ([35], 0.0003922013564251215), ([21], 0.001400586394279264), ([74], 0.0019500357185637878), ([61], 0.0030931564566001653), ([33], 0.003802164375638274), ([97], 0.0030756504028142426), ([96, 23], 0.0067330724013379495)]",0.009931017370821076,"[54, 96, 23]","[23, 74, 33]",[],"[3.3855438232421875e-05, 0.0008211135864257812, 5.054473876953125e-05]",TRUE,FALSE,FALSE
27,13,16,"[([17], 0.004424302424491994), ([30, 17], 0.009203630213230476), ([97, 30, 17], 0.009323337976406297), ([24, 97, 30, 17], 0.00972223492668386), ([50, 24, 97, 30, 17], 0.013867544972356073), ([54, 50, 24, 97, 30, 17], 0.014685105494604962)]",0.0066286138552443166,"[30, 17]","[30, 17]","[24, 30, 50, 54, 97]","[1.4066696166992188e-05, 1.5735626220703125e-05, 3.0994415283203125e-05]",TRUE,FALSE,FALSE
27,11,17,"[([35], 0.004359192975432633), ([83], 0.0047665549225579746), ([3], 0.0037684017254628207), ([63], 0.0034920474748167934), ([98], 0.0030678639944920604), ([29], 8.45056944707395e-05), ([100], 0.0036196485371144073), ([38], 0.00226442509654093), ([31], 0.0005500717465762822), ([47], 0.003045999895528772), ([28, 47], 0.005982568883383126)]",0.009136642312045461,"[83, 28, 47]","[35, 83, 29]",[],"[2.1219253540039062e-05, 0.0013914108276367188, 5.316734313964844e-05]",TRUE,FALSE,FALSE
27,11,18,"[([100], 0.002706877794793376), ([65], 0.0038839664397997222), ([16], 0.0002599834593221662), ([38, 16], 0.003776930355438249), ([92, 65], 0.006123228455157578), ([55, 100], 0.00683294922504076), ([89, 92, 65], 0.010158986009309597), ([31, 38, 16], 0.004083942511331791), ([46, 55, 100], 0.010867471415595477)]",0.007272809104574499,"[65, 55, 100]","[65, 38, 16]","[46, 55]","[2.2172927856445312e-05, 8.0108642578125e-05, 3.838539123535156e-05]",TRUE,FALSE,FALSE
27,18,19,"[([54], 0.003136641068972727), ([75], 0.001427355911888058), ([21], 0.0033687354068366268), ([50], 0.003874768139336269), ([45], 0.0014933321877281741), ([23], 0.004855480619748745), ([17], 0.0006131795666292878), ([43], 0.002220416589977153), ([79], 0.004922665329309054), ([49], 0.004725163620600668), ([82], 0.004015688469783847), ([7], 0.0004869653533713908), ([99, 45], 0.005994365009723177), ([58, 75], 0.0017672066240361152), ([27, 50], 0.006527391055939708), ([73, 23], 0.00781059846169495), ([57, 58, 75], 0.006298583019079332), ([16, 27, 50], 0.01104470203035778)]",0.018060629637636296,"[79, 23, 49, 82]","[50, 23, 79, 49]",[],"[3.6716461181640625e-05, 0.1415877342224121, 0.00011992454528808594]",TRUE,FALSE,FALSE
27,11,20,"[([33], 0.0022939222671069593), ([36], 0.004174382133621735), ([1, 33], 0.0030076841902300024), ([91, 36], 0.006475632025161456), ([9, 1, 33], 0.00345667289421125), ([14, 91, 36], 0.011392888340676092), ([17, 14, 91, 36], 0.013340918589979522), ([53, 9, 1, 33], 0.008302805136511465), ([95, 17, 14, 91, 36], 0.015006618672546823), ([40, 53, 9, 1, 33], 0.009193887424374957)]",0.007352649728894452,"[91, 36, 33]","[33, 91, 36]","[14, 17, 95]","[3.6716461181640625e-05, 7.319450378417969e-05, 4.601478576660156e-05]",TRUE,TRUE,TRUE
27,20,21,"[([91], 0.0022958558506940745), ([97], 0.0035529683644142085), ([10], 0.0034547769669167044), ([41], 0.00313927967507661), ([89], 0.0013682427019300386), ([71], 0.0017115024681462298), ([8], 0.0039515118612239285), ([81], 0.0007950312938475462), ([42, 71], 0.006198136579314298), ([51, 97], 0.0037949668519060703), ([20, 8], 0.008172379937710184), ([56, 81], 0.005424321320471814), ([17, 89], 0.004143181274463613), ([74, 42, 71], 0.008182934169917739), ([31, 51, 97], 0.004284461580829384), ([58, 20, 8], 0.008543681830962442), ([26, 56, 81], 0.00995711544319131), ([2, 74, 42, 71], 0.010329702266670154), ([4, 26, 56, 81], 0.012469069157369773), ([12, 2, 74, 42, 71], 0.014468659572146547)]",0.0026886202152269787,[8],[41],[12],"[1.0728836059570312e-05, 0.027472734451293945, 0.00011968612670898438]",TRUE,TRUE,TRUE
27,16,22,"[([46], 0.00481661450475577), ([4], 0.0047260217967227455), ([21], 0.0010542837015654), ([36], 0.002169326437926954), ([87], 0.0036997137451795737), ([61], 0.004998440521104501), ([78], 0.00277448256247318), ([94, 4], 0.006034931957617901), ([81, 61], 0.00711146389570732), ([80, 78], 0.003484630425883887), ([3, 46], 0.009333260184826726), ([59, 80, 78], 0.006462742286528686), ([13, 94, 4], 0.010091473696729445), ([68, 3, 46], 0.010886804884103627), ([1, 81, 61], 0.011523369367047589), ([20, 13, 94, 4], 0.010686188643195371)]",0.06083367087724467,[],[],[],"[0.0003027915954589844, 0.004204273223876953, 8.368492126464844e-05]",TRUE,TRUE,TRUE
