user,rec,score
71,1352,4.856611
71,283,4.8363895
71,1411,4.8075304
71,99,4.790577
71,1190,4.7895966
71,478,4.7757854
71,654,4.749177
71,659,4.72031
71,29,4.718158
72,97,5.7729654
72,1054,5.5234656
72,316,5.460383
72,1118,5.36903
72,494,5.3526745
72,355,5.329257
72,649,5.2765956
72,78,5.2469225
72,21,5.1939735
72,928,5.189769
72,215,5.1620474
72,96,5.141036
72,173,5.139059
72,209,5.0764694
72,27,5.075122
72,229,5.02504
72,369,4.982461
72,612,4.9674063
72,241,4.9410625
72,653,4.9331255
73,1011,6.28943
73,1118,6.2207384
73,498,6.159569
73,479,6.135433
73,1485,6.1348476
73,316,6.084492
73,642,6.0671763
73,1092,6.0051093
73,631,5.9814334
73,96,5.973589
73,691,5.9641
73,937,5.939945
73,637,5.9213357
73,486,5.9046707
73,858,5.8533072
73,376,5.8296447
73,895,5.826267
73,1330,5.8108187
73,1475,5.810176
73,133,5.763048
74,344,5.521406
74,198,5.39777
74,523,5.139499
74,609,5.134545
74,184,5.0528803
74,655,5.028807
74,179,5.02109
74,527,4.9968514
74,639,4.9835486
74,168,4.9683414
74,509,4.9437494
74,601,4.910379
74,132,4.909704
74,848,4.9068804
74,1477,4.8980565
74,177,4.890631
74,425,4.884989
74,165,4.8688793
74,528,4.8472047
74,191,4.81103
75,250,5.4281387
75,311,5.2701173
75,165,5.2617755
75,270,5.0660095
75,392,4.8560286
75,295,4.8041353
75,189,4.7651258
75,209,4.729536
75,401,4.6958094
75,494,4.6827836
75,169,4.666807
75,1182,4.6439486
75,168,4.609633
75,937,4.583801
75,1139,4.58089
75,732,4.568387
75,1112,4.5603952
75,1255,4.5594125
75,283,4.5191817
75,204,4.5084095
76,165,6.0719347
76,63,5.7375717
76,295,5.38641
76,160,5.3003793
76,113,5.272043
76,168,5.267555
76,292,5.2112465
76,406,5.2087865
76,158,5.1832223
76,1207,5.1748233
76,759,5.1369867
76,954,5.1340075
76,296,5.1263485
76,192,5.114788
76,1033,5.089757
76,487,5.066386
76,660,5.0075703
76,280,5.0057793
76,188,5.0025043
76,65,4.934663
77,1124,6.293185
77,645,6.215487
77,1581,6.1658363
77,578,6.02132
77,714,5.983726
77,1578,5.909935
77,99,5.879056
77,1075,5.872709
77,1382,5.85015
77,741,5.7873416
77,47,5.755698
77,1444,5.729423
77,749,5.707228
77,688,5.705365
77,461,5.66964
77,915,5.667215
77,432,5.659958
77,809,5.6466475
77,955,5.641589
77,766,5.6407557
78,68,4.725257
78,201,4.6337004
78,27,4.395748
78,1054,4.344671
78,1118,4.0909514
78,21,4.082106
78,735,4.0715685
78,1220,4.062231
78,587,4.029363
78,227,4.015803
78,316,3.9056237
78,163,3.8681538
78,173,3.8332148
78,72,3.829432
78,78,3.787581
78,160,3.7551208
78,270,3.7371988
78,566,3.6761193
78,214,3.670692
78,169,3.6482522
79,192,5.712963
79,1220,5.5116634
79,897,5.463
79,441,5.437008
79,642,5.386015
79,196,5.353772
79,602,5.3472238
79,313,5.297334
79,184,5.2829123
79,177,5.2822723
79,517,5.2541733
79,478,5.2349186
79,1118,5.192921
79,505,5.1899214
79,732,5.189547
79,486,5.1864247
79,1190,5.1763206
79,130,5.1206193
79,749,5.1037374
79,587,5.0641546
80,1352,5.3723016
80,1441,5.304885
80,300,5.1933537
80,1581,5.075963
80,714,5.0376544
80,613,5.031744
80,1485,5.026704
80,1141,5.000838
80,241,4.9718776
80,1118,4.9307623
80,955,4.9273834
80,1292,4.907494
80,1444,4.8737416
80,631,4.855806
80,1578,4.8531485
80,688,4.8434134
80,1582,4.7871532
80,698,4.7749076
80,482,4.77308
80,118,4.757209
81,1118,5.574819
81,390,5.498389
81,1182,5.4353547
81,494,5.4083257
81,400,5.298288
81,130,5.2718987
81,21,5.27167
81,1485,5.266363
81,466,5.2213917
81,861,5.2148504
81,97,5.154479
81,363,5.1433787
81,689,5.139907
81,63,5.139801
81,643,5.128324
81,735,5.103285
81,1252,5.1007385
81,160,5.0795374
81,1248,5.0641184
81,683,5.0251794
82,428,5.6901045
82,1485,5.66493
82,464,5.5364075
82,643,5.4363093
82,742,5.326732
82,1182,5.3156753
82,58,5.2784243
82,893,5.2564144
82,1093,5.2140923
82,426,5.205965
82,749,5.1615086
82,1261,5.1303415
82,1248,5.119461
82,113,5.116701
82,1092,5.1108084
82,388,5.094001
82,135,5.070361
82,397,5.0605993
82,510,5.058068
82,1220,5.0496
83,459,6.0339127
83,606,6.030935
83,355,6.014665
83,505,5.9676256
83,527,5.885614
83,749,5.880157
83,271,5.837864
83,731,5.7362432
83,25,5.7069073
83,928,5.630711
83,155,5.5453243
83,170,5.43465
83,113,5.390173
83,1111,5.3890586
83,97,5.378988
83,545,5.377744
83,709,5.3545675
83,609,5.336174
83,541,5.3218513
83,915,5.318875
84,250,5.5210958
84,49,5.412521
84,172,5.3484006
84,168,5.2870684
84,175,5.198832
84,126,5.1626763
84,171,5.1592593
84,198,5.121584
84,11,5.090397
84,611,5.08167
84,283,5.0383964
84,518,5.0263247
84,316,4.9986377
84,182,4.9825544
84,204,4.9780707
84,355,4.9656253
84,41,4.940055
84,523,4.902373
84,179,4.831192
84,481,4.8246202
85,132,6.4570513
85,303,5.5801444
85,113,5.5710382
85,1181,5.492384
85,218,5.4731255
85,432,5.456685
85,63,5.365608
85,165,5.2575927
85,188,5.138273
85,731,5.0858383
85,639,5.0850716
85,168,5.0434976
85,513,5.03475
85,774,5.030885
85,914,5.013559
85,742,5.0101795
85,646,4.9973297
85,1012,4.9900117
85,495,4.9376893
85,512,4.9265223
86,1111,4.5730376
86,165,4.4854336
86,99,4.4811316
86,1330,4.407842
86,541,4.3968115
86,314,4.396753
86,599,4.3302236
86,311,4.278834
86,270,4.2347918
86,113,4.21975
86,1430,4.2168627
86,601,4.1983128
86,164,4.1948233
86,168,4.189221
86,1485,4.164969
86,612,4.1535397
86,283,4.1138253
86,1254,4.004036
86,169,4.002064
86,639,3.9962938
87,132,5.6900315
87,49,5.506072
87,113,5.5009227
87,168,5.487823
87,609,5.362945
87,0,5.358665
87,188,5.3531456
87,494,5.3453264
87,63,5.2954936
87,164,5.275274
87,186,5.2641726
87,485,5.2630033
87,611,5.2619677
87,97,5.23375
87,11,5.2196407
87,914,5.218358
87,481,5.191163
87,928,5.1658344
87,250,5.1646447
87,355,5.16309
88,168,5.993423
88,63,5.729125
88,291,5.6078515
88,113,5.581906
88,188,5.543416
88,177,5.5220103
88,165,5.519806
88,169,5.468413
88,494,5.4443145
88,491,5.3801384
88,11,5.37384
88,406,5.352519
88,97,5.3382664
88,702,5.334998
88,481,5.3272805
88,277,5.3255897
88,517,5.3108807
88,355,5.304418
88,296,5.294975
88,487,5.2897563
89,789,5.4738693
89,691,5.0259705
89,1330,5.0201373
89,746,4.938408
89,1141,4.872459
89,1190,4.846444
89,645,4.844419
89,176,4.796147
89,1272,4.759239
89,518,4.7588797
89,18,4.7519007
89,613,4.7424955
89,255,4.7366457
89,241,4.730266
89,56,4.711184
89,1485,4.710158
89,1496,4.6693606
89,1352,4.652262
89,342,4.65136
89,704,4.639783
90,1485,5.954826
90,1330,5.779402
90,1430,5.6966248
90,523,5.67638
90,601,5.640444
90,179,5.5778155
90,1011,5.5616965
90,176,5.55599
90,184,5.5416784
90,789,5.5381346
90,478,5.516963
90,479,5.511774
90,477,5.5033183
90,198,5.4994726
90,425,5.495702
90,55,5.484746
90,355,5.459005
90,126,5.4129853
90,691,5.3738093
90,196,5.33496
91,1118,6.9376974
91,100,6.109832
91,1012,5.8756156
91,895,5.6176853
91,268,5.566209
91,1485,5.5471745
91,218,5.5229754
91,937,5.507509
91,691,5.486537
91,1352,5.4681315
91,1136,5.458598
91,1582,5.430063
91,181,5.388314
91,688,5.381865
91,1054,5.3432775
91,331,5.3391614
91,126,5.29343
91,668,5.2699575
91,270,5.2669134
91,862,5.2653236
92,1012,4.651671
92,1352,4.371819
92,165,4.3676257
92,714,4.288096
92,456,4.218824
92,541,4.2072215
92,609,4.185342
92,485,4.1781325
92,235,4.1680217
92,506,4.1294327
92,261,4.1040115
92,611,4.097497
92,612,4.0858016
92,132,4.0795193
92,168,4.07511
92,164,4.0681767
92,613,4.031263
92,957,4.0065804
92,849,3.9936655
92,1485,3.9916751
93,652,6.059536
93,495,5.9702272
93,1352,5.8658204
93,208,5.614879
93,432,5.5341597
93,631,5.49452
93,1181,5.4655256
93,613,5.3303533
93,151,5.325877
93,604,5.3197894
93,500,5.3045588
93,178,5.16285
93,605,5.117933
93,636,5.115984
93,928,5.092987
93,174,5.0606885
93,1011,5.0568566
93,858,5.044628
93,830,5.002791
93,487,4.993989
94,113,6.199791
94,191,6.127457
94,126,6.0024734
94,179,5.9967265
94,127,5.8405824
94,186,5.730274
94,314,5.6740203
94,156,5.6065435
94,650,5.594391
94,1129,5.5779676
94,1117,5.4367924
94,1477,5.318319
94,22,5.299172
94,177,5.2792253
94,192,5.2193556
94,509,5.1950355
94,524,5.1828227
94,168,5.177535
94,523,5.173761
94,526,5.1096506
95,165,5.21146
95,113,4.656226
95,1013,4.5370674
95,1054,4.534252
95,1485,4.4282722
95,1012,4.4084797
95,188,4.3866873
95,168,4.3379498
95,192,4.321806
95,661,4.3212523
95,295,4.308898
95,198,4.2990365
95,428,4.2648535
95,86,4.248319
95,612,4.224173
95,406,4.213137
95,355,4.21039
95,314,4.2016973
95,643,4.199651
95,485,4.186501
96,168,4.9495516
96,1010,4.9145494
96,171,4.905127
96,172,4.8380504
96,355,4.798888
96,609,4.764396
96,11,4.752881
96,832,4.7381577
96,277,4.623903
96,1114,4.611722
96,47,4.59531
96,652,4.5803
96,891,4.5513024
96,645,4.5502563
96,611,4.544933
96,513,4.543856
96,204,4.5391617
96,21,4.517181
96,526,4.513162
96,914,4.5099277
97,849,5.647153
97,59,5.475539
97,178,5.427227
97,1430,5.421118
97,1485,5.4207416
97,18,5.366369
97,1330,5.366046
97,126,5.308338
97,479,5.284936
97,669,5.2711177
97,198,5.2672477
97,467,5.2378864
97,509,5.174937
97,632,5.1527896
97,63,5.122095
97,501,5.1205626
97,1012,5.109452
97,789,5.084198
97,191,5.0762424
97,1129,5.0737867
98,937,6.2832327
98,894,5.880216
98,498,5.7126493
98,479,5.6885977
98,1011,5.6775966
98,124,5.5642824
98,1410,5.486823
98,97,5.41088
98,1092,5.367662
98,1033,5.294582
98,390,5.2594953
98,587,5.2557974
98,189,5.243662
98,237,5.217782
98,1440,5.191702
98,1485,5.184575
98,476,5.159219
98,1036,5.1500916
98,653,5.1474247
98,1330,5.143962
99,198,5.483758
99,939,5.4750547
99,126,5.307527
99,456,5.2942033
99,639,5.151321
99,1012,5.1200356
99,501,5.115971
99,523,5.0446825
99,938,5.042585
99,1088,5.034501
99,186,5.034146
99,479,5.031096
99,355,4.9455776
99,652,4.936104
99,181,4.933647
99,691,4.9304237
99,179,4.9262733
99,1440,4.9237146
99,1560,4.921112
99,1264,4.9144645
100,1220,5.4219093
100,1136,5.385878
100,587,5.2880383
100,1118,5.191931
100,311,5.188797
100,1330,5.1115494
100,937,5.02659
100,1092,5.011642
100,270,4.990633
100,1140,4.921691
100,189,4.8902946
100,1011,4.8900757
100,1430,4.8685045
100,1054,4.836272
100,1485,4.825725
100,165,4.6960964
100,58,4.675739
100,644,4.6191483
100,529,4.618087
100,1525,4.607063
101,1118,5.494449
101,1205,5.313457
101,201,5.203207
101,646,5.1568956
101,491,5.108218
101,494,5.0814953
101,701,5.036237
101,517,4.9649496
101,72,4.878104
101,612,4.8636217
101,65,4.8556957
101,655,4.8395634
101,1054,4.838288
101,914,4.8181415
101,135,4.7676973
101,313,4.7617564
101,131,4.74586
101,342,4.715209
101,732,4.6993923
101,177,4.699178
102,201,5.398059
102,742,5.024846
102,65,4.9362144
102,1054,4.864568
102,1205,4.7804394
102,1118,4.707422
102,494,4.7043557
102,78,4.6855655
102,228,4.6172595
102,1220,4.485197
102,738,4.4845157
102,72,4.4826894
102,165,4.436467
102,209,4.4348383
102,173,4.3971596
102,386,4.379319
102,702,4.3775525
102,1182,4.3359284
102,97,4.325322
102,432,4.3217206
103,954,5.507002
103,295,5.2864623
103,529,5.197139
103,55,5.1742826
103,1352,5.1264997
103,1011,5.099837
103,1075,5.0753155
103,212,5.07086
103,189,5.041781
103,190,5.0029755
103,314,4.981761
103,1430,4.976497
103,1330,4.975487
103,1254,4.9607105
103,273,4.95772
103,928,4.940808
103,304,4.931632
103,649,4.9313254
103,830,4.9211617
103,1147,4.9190755
104,749,5.4544644
104,252,5.0911636
104,914,5.063892
104,706,4.888168
104,851,4.8765783
104,578,4.8430977
104,510,4.8161306
104,1284,4.7716722
104,611,4.7598553
104,250,4.7400675
104,1578,4.716632
104,484,4.6915264
104,527,4.676669
104,1056,4.662831
104,959,4.660809
104,645,4.6362085
104,1099,4.6299076
104,514,4.5679903
104,8,4.5491004
104,406,4.497239
105,392,5.563074
105,731,5.478552
105,1182,5.4704623
105,689,5.462805
105,390,5.353767
105,276,5.3066783
105,165,5.292861
105,87,5.2111835
105,135,5.185145
105,168,5.097237
105,250,5.0803523
105,732,5.0734997
105,725,5.0446186
105,728,5.020488
105,400,4.9702787
105,240,4.96976
105,702,4.927904
105,354,4.921384
105,169,4.8924494
105,113,4.889513
106,1485,4.700124
106,1352,4.52343
106,300,4.4619894
106,1220,4.4105563
106,1118,4.405989
106,732,4.371785
106,168,4.2977076
106,1330,4.2916956
106,1141,4.271392
106,749,4.227778
106,863,4.181925
106,631,4.1532145
106,376,4.122144
106,928,4.120741
106,636,4.114067
106,1140,4.0969067
106,970,4.052472
106,1292,4.0215235
106,118,4.0213137
106,267,4.020188
107,303,5.793913
107,742,5.7799044
107,47,5.5916533
107,113,5.5006914
107,511,5.4933987
107,432,5.3597994
107,526,5.240548
107,495,5.20671
107,914,5.200918
107,342,5.1778164
107,1220,5.149321
107,512,5.1411443
107,1118,5.139975
107,1174,5.135632
107,860,5.111248
107,290,5.002707
107,610,4.9962487
107,178,4.9953575
107,587,4.974926
107,177,4.9642644
108,1578,6.038004
108,914,6.012158
108,1352,5.86727
108,300,5.8633723
108,1496,5.8627415
108,1124,5.7624054
108,706,5.712861
108,851,5.551937
108,1238,5.5460052
108,652,5.5358973
108,611,5.490251
108,59,5.4363794
108,613,5.4157104
108,318,5.3919306
108,1382,5.379992
108,484,5.3522115
108,1118,5.343291
108,955,5.318267
108,1141,5.2880626
108,1174,5.268457
109,587,6.2559853
109,273,6.1722355
109,1146,6.095582
109,949,5.974168
109,948,5.917789
109,1254,5.8704114
109,47,5.767975
109,848,5.7540193
109,1092,5.751729
109,937,5.7257414
109,849,5.6585255
109,709,5.6523795
109,839,5.6438546
109,644,5.6133914
109,1153,5.596489
109,749,5.579647
109,1101,5.5305214
109,529,5.497878
109,1124,5.464335
109,1430,5.437522
110,168,6.0285745
110,1114,5.9120727
110,47,5.5507135
110,113,5.5196023
110,1111,5.4952617
110,127,5.490371
110,662,5.457047
110,188,5.4511194
110,915,5.3657465
110,406,5.3416286
110,1578,5.317921
110,291,5.3024364
110,126,5.2596583
110,309,5.25525
110,277,5.2287
110,527,5.2189703
110,283,5.198923
110,170,5.1636257
110,528,5.1544867
110,645,5.1409664
111,650,5.3428116
111,527,5.3293157
111,250,5.3014784
111,55,5.297937
111,11,5.1202955
111,170,5.11902
111,1111,5.0973825
111,1226,5.0253735
111,948,5.0218415
111,606,5.021373
111,355,5.0057845
111,1254,4.927946
111,1010,4.92082
111,949,4.878647
111,998,4.8763137
111,283,4.860965
111,541,4.8517027
111,1430,4.8440156
111,644,4.8378944
111,1146,4.8351464
112,113,6.0484114
112,464,5.823253
112,726,5.7547255
112,661,5.644334
112,47,5.6240587
112,1011,5.598957
112,1013,5.5932164
112,1254,5.591783
112,848,5.5184226
112,155,5.5084505
112,1430,5.506486
112,891,5.4840565
112,485,5.462258
112,694,5.404627
112,915,5.400014
112,555,5.385207
112,609,5.3835583
112,406,5.383452
112,151,5.3833942
112,1030,5.3798065
113,21,4.7298
113,194,4.662056
113,214,4.539557
113,236,4.5134444
113,270,4.4867754
113,314,4.475007
113,316,4.470611
113,509,4.4645195
113,566,4.452076
113,78,4.4290686
113,298,4.4229665
113,165,4.3944154
113,95,4.3911667
113,383,4.3569236
113,128,4.3561664
113,1054,4.3181286
113,933,4.313063
113,160,4.3095827
113,326,4.263583
113,204,4.249625
114,849,5.9469986
114,505,5.4493194
114,1084,5.123112
114,235,5.0734777
114,314,5.033696
114,274,5.022719
114,897,5.02212
114,178,5.00684
114,155,4.949832
114,509,4.9404154
114,1430,4.9292445
114,1330,4.9106007
114,59,4.903158
114,394,4.8910556
114,467,4.884928
114,306,4.798561
114,669,4.779245
114,194,4.773619
114,190,4.7721353
114,259,4.7650642
115,683,5.746041
115,933,5.706003
115,1485,5.654282
115,643,5.6484556
115,1182,5.5757413
115,428,5.559964
115,1123,5.555517
115,522,5.530762
115,348,5.500092
115,1136,5.4497843
115,316,5.4419036
115,1118,5.4081554
115,331,5.4023933
115,427,5.3697243
115,1156,5.327252
115,135,5.2995205
115,165,5.297791
115,397,5.28707
115,971,5.281185
115,1065,5.273624
116,1118,5.2177258
116,631,5.051671
116,719,5.040484
116,1181,4.9608955
116,1013,4.930668
116,661,4.8759503
116,241,4.849336
116,1011,4.7720985
116,294,4.770449
116,1182,4.7687945
116,390,4.7603455
116,954,4.749384
116,1248,4.74844
116,1554,4.6683664
116,1012,4.651218
116,1035,4.6310263
116,285,4.620203
116,688,4.60751
116,1140,4.606883
116,862,4.5905256
117,1111,5.4502935
117,250,5.440427
117,188,5.398287
117,49,5.325033
117,168,5.2788043
117,113,5.278762
117,1226,5.2373557
117,1010,5.100142
117,169,5.0745926
117,164,5.0695615
117,527,5.0391226
117,11,5.0106215
117,172,4.9647455
117,915,4.947509
117,171,4.902041
117,485,4.8908052
117,957,4.8877597
117,283,4.870549
117,165,4.8490176
117,731,4.848374
118,1264,5.6489587
118,49,5.58823
118,639,5.5767355
118,171,5.4848247
118,611,5.4845214
118,895,5.4788637
118,132,5.464144
118,168,5.462777
118,198,5.4573374
118,126,5.4370174
118,485,5.431648
118,175,5.430929
118,316,5.4125566
118,609,5.362553
118,610,5.3352594
118,526,5.324152
118,832,5.3178554
118,173,5.265552
118,355,5.2426114
118,483,5.237811
119,311,5.4437127
119,942,5.4030924
119,95,5.4009285
119,120,5.386466
119,805,5.3044777
119,225,5.2465672
119,447,5.2391887
119,63,5.139693
119,173,5.119456
119,270,5.0392113
119,160,5.037236
119,316,5.023048
119,194,5.008334
119,1054,4.9896126
119,78,4.9815044
119,414,4.9594665
119,21,4.955646
119,1123,4.9079914
119,308,4.9075418
119,214,4.8790617
120,632,5.0351877
120,897,5.005101
120,482,4.9720745
120,8,4.96041
120,198,4.942873
120,1436,4.900463
120,1441,4.8690395
120,283,4.8469315
120,88,4.7864637
120,601,4.7807016
120,18,4.744198
120,1496,4.7114015
120,505,4.702074
120,749,4.6880083
120,496,4.6715984
120,706,4.661638
120,155,4.65062
120,611,4.599261
120,1430,4.5781665
120,476,4.562388
121,1330,5.1777873
121,13,5.117108
121,1430,5.113998
121,55,5.112077
121,669,5.0159435
121,113,4.7962728
121,478,4.7683506
121,301,4.736368
121,1525,4.7184505
121,511,4.698673
121,177,4.682342
121,31,4.6814857
121,1352,4.6642613
121,428,4.6598825
121,388,4.6355767
121,651,4.624701
121,1485,4.6145377
121,464,4.5963187
121,491,4.588464
121,1174,4.567178
122,295,4.824095
122,1352,4.792403
122,928,4.770248
122,599,4.7432523
122,1011,4.711292
122,314,4.6857777
122,830,4.6152487
122,1147,4.590789
122,541,4.563135
122,1075,4.5547137
122,164,4.525429
122,212,4.5194817
122,529,4.4905205
122,1485,4.488268
122,165,4.4863653
122,653,4.4585724
122,613,4.4518456
122,1444,4.439602
122,707,4.4178534
122,688,4.415284
123,165,4.5206685
123,311,4.4489765
123,1118,4.2929544
123,1485,4.2692294
123,63,4.262363
123,194,4.243945
123,1054,4.1943445
123,78,4.169149
123,316,4.1589823
123,428,4.1058116
123,1012,4.103979
123,270,4.098829
123,126,4.074188
123,1136,4.0406756
123,643,4.040609
123,95,4.037353
123,250,3.9898307
123,192,3.9390776
123,1013,3.92611
123,160,3.921397
124,49,5.4635124
124,611,5.3598046
124,250,5.202733
124,198,5.1874804
124,848,5.1606297
124,609,5.1419835
124,1441,5.097742
124,485,5.094179
124,1485,5.0843525
124,164,5.0716505
124,526,5.020977
124,481,4.984231
124,516,4.9815836
124,832,4.966754
124,513,4.9463873
124,476,4.935443
124,165,4.920743
124,169,4.918854
124,957,4.889849
124,610,4.8788114
125,47,6.652379
125,850,6.358619
125,344,6.330721
125,650,6.2667823
125,461,6.214628
125,694,6.1986117
125,914,6.177098
125,645,6.172809
125,1010,6.170251
125,809,6.073995
125,915,5.9749928
125,851,5.9429536
125,610,5.825651
125,956,5.7458878
125,1578,5.7390747
125,766,5.716831
125,506,5.6942697
125,891,5.6380544
125,303,5.638008
125,432,5.597065
126,147,5.6605167
126,851,5.581418
126,1158,5.55457
126,1012,5.520584
126,1231,5.496913
126,245,5.49492
126,250,5.4900136
126,1181,5.4362826
126,500,5.4238853
126,891,5.4116116
126,954,5.4096704
126,431,5.337243
126,252,5.277585
126,318,5.2759666
126,1124,5.2404847
126,407,5.2114453
126,50,5.1991568
126,406,5.1907015
126,457,5.1894093
126,842,5.1656137
127,1118,6.6128645
127,1012,6.4459705
127,522,6.320821
127,719,6.047568
127,390,5.962983
127,342,5.9581027
127,376,5.9252005
127,303,5.8420568
127,428,5.799127
127,970,5.767124
127,514,5.743979
127,1282,5.7041197
127,414,5.6864915
127,317,5.6844482
127,1292,5.611222
127,1190,5.5835714
127,590,5.577711
127,135,5.5601206
127,914,5.5600996
127,1013,5.5370054
128,639,4.938093
128,512,4.820767
128,314,4.819612
128,1111,4.7989683
128,928,4.795084
128,55,4.780266
128,186,4.7780094
128,494,4.7665176
128,485,4.7226505
128,283,4.677321
128,184,4.6653566
128,1220,4.577653
128,113,4.568065
128,785,4.5505567
128,169,4.5408106
128,601,4.5228553
128,505,4.521624
128,1477,4.5105333
128,731,4.487271
128,915,4.4596286
129,250,5.044044
129,165,4.6573086
129,214,4.617476
129,311,4.600467
129,128,4.4340863
129,314,4.343014
129,428,4.3049197
129,194,4.286367
129,270,4.280978
129,1485,4.2809744
129,933,4.195238
129,643,4.18321
129,326,4.1725554
129,522,4.1673098
129,560,4.1575537
129,172,4.155793
129,295,4.1434503
129,954,4.1228013
129,414,4.111556
129,1123,4.0878744
130,1146,5.700869
130,165,5.552598
130,1254,5.5146856
130,587,5.43978
130,714,5.4087167
130,848,5.295269
130,1153,5.286782
130,189,5.281188
130,1049,5.1984415
130,1092,5.1876597
130,295,5.186146
130,209,5.167655
130,736,5.1670136
130,644,5.143224
130,355,5.1426415
130,1430,5.1361394
130,541,5.13245
130,949,5.127706
130,126,5.1243215
130,273,5.122977
131,1485,5.0925694
131,1441,5.033695
131,177,4.752384
131,1330,4.728312
131,523,4.646672
131,882,4.6256566
131,1141,4.6006155
131,602,4.511155
131,1430,4.492483
131,1220,4.46856
131,491,4.464611
131,863,4.4451656
131,789,4.437016
131,196,4.425612
131,316,4.424836
131,1436,4.406465
131,1352,4.3462973
131,1578,4.322188
131,914,4.3180084
131,509,4.317767
132,55,5.4180174
132,505,5.204669
132,171,5.102789
132,173,5.093583
132,809,5.0630093
132,165,5.0617137
132,250,5.050885
132,849,5.042647
132,1254,5.0404406
132,848,5.03881
132,172,5.0219874
132,316,5.0183907
132,1146,5.01651
132,355,4.9335527
132,218,4.9287577
132,47,4.9026494
132,501,4.897489
132,155,4.8940063
132,159,4.89077
132,97,4.883048
133,1485,5.794531
133,1430,5.7020535
133,1220,5.6984873
133,172,5.69393
133,523,5.631161
133,505,5.5914288
133,41,5.567485
133,1330,5.5602016
133,88,5.5541306
133,1441,5.5186467
133,1011,5.5067472
133,518,5.499168
133,691,5.4923306
133,204,5.4838963
133,479,5.467144
133,179,5.417612
133,639,5.4172316
133,882,5.407313
133,316,5.40225
133,601,5.3902726
134,1578,5.4649715
134,645,5.4597945
134,1581,5.2588773
134,749,5.2330546
134,118,5.1796093
134,1141,5.1751456
134,915,5.1336017
134,1220,5.1284404
134,223,5.108318
134,241,5.0854273
134,955,5.046235
134,714,5.0403495
134,605,5.0402565
134,300,5.0347047
134,13,5.030254
134,1118,5.0215487
134,461,5.0137324
134,1140,4.983329
134,1352,4.935888
134,1075,4.906164
135,848,4.855628
135,1254,4.7483735
135,464,4.7328606
135,1114,4.7055473
135,1013,4.6921415
135,118,4.6793184
135,1430,4.650003
135,1111,4.6399355
135,609,4.6115704
135,915,4.565189
135,223,4.556337
135,155,4.5292664
135,355,4.5246353
135,186,4.512798
135,661,4.4910965
135,610,4.4784765
135,766,4.477695
135,63,4.456465
135,655,4.455379
135,1352,4.4470787
136,1118,5.447279
136,937,5.142003
136,688,5.011719
136,295,4.9697804
136,146,4.9209065
136,862,4.870354
136,1231,4.815596
136,189,4.8087645
136,446,4.71451
136,954,4.7032228
136,1147,4.685419
136,1582,4.6721816
136,695,4.667592
136,1136,4.6587334
136,100,4.626311
136,920,4.588841
136,311,4.5871143
136,268,4.566461
136,998,4.56157
136,1352,4.555567
137,344,5.8224344
137,132,5.695291
137,198,5.517022
137,639,5.49498
137,611,5.264231
137,485,5.247526
137,210,5.222024
137,1264,5.2194357
137,882,5.2141013
137,509,5.20961
137,655,5.198547
137,848,5.1735473
137,168,5.167081
137,609,5.161949
137,526,5.1163406
137,914,5.0874324
137,1477,5.0677967
137,283,5.060395
137,177,5.06037
137,445,5.054719
138,645,5.181807
138,914,5.1453166
138,1578,5.1073027
138,342,5.0699306
138,605,4.9800706
138,701,4.8974085
138,277,4.894303
138,1118,4.871012
138,495,4.862929
138,611,4.838049
138,1124,4.833943
138,970,4.772424
138,1003,4.7470317
138,613,4.7137237
138,491,4.7072525
138,73,4.6627884
138,517,4.6518097
138,749,4.644631
138,1238,4.624921
138,647,4.5848536
139,250,5.794272
139,1485,5.4905887
139,309,5.4649305
139,245,5.371586
139,643,5.284087
139,726,5.2594285
139,849,5.2531004
139,327,5.2426367
139,954,5.2419276
139,1158,5.220383
139,462,5.2132816
139,295,5.2009716
139,388,5.197179
139,658,5.154352
139,476,5.1325927
139,891,5.1252313
139,1000,5.0932903
139,113,5.070675
139,318,5.0494514
139,842,5.0409365
140,1118,6.0044723
140,311,5.679249
140,1136,5.6296554
140,937,5.409828
140,270,5.3276196
140,587,5.2816563
140,1220,5.265466
140,1092,5.22618
140,1054,5.158973
140,1485,5.050579
140,1140,5.0054493
140,683,4.976455
140,1182,4.9756427
140,698,4.9642053
140,1011,4.931752
140,189,4.917135
140,1441,4.9121523
140,1330,4.9024158
140,221,4.8869934
140,482,4.823944
141,1441,5.2573557
141,1485,5.1204653
141,1012,4.964195
141,1141,4.9541054
141,283,4.9207344
141,611,4.8957877
141,1292,4.890546
141,1076,4.8735914
141,1352,4.859495
141,646,4.849448
141,1496,4.8488145
141,706,4.8486533
141,300,4.832754
141,311,4.8268843
141,632,4.82634
141,123,4.811464
141,1118,4.786973
141,863,4.7774854
141,1190,4.7333555
141,654,4.7269177
142,1118,5.981743
142,165,5.602333
142,942,5.496299
142,311,5.397751
142,225,5.394788
142,805,5.358713
142,228,5.2162805
142,132,5.19135
142,1012,5.1822023
142,183,5.18045
142,1182,5.1691995
142,226,5.1632576
142,522,5.1575327
142,611,5.143489
142,308,5.116803
142,250,5.099374
142,194,5.083906
142,646,5.0748205
142,447,5.066982
142,192,5.0564737
143,1011,5.5666385
143,1000,5.5195055
143,241,5.402162
143,928,5.2344737
143,830,5.20687
143,736,5.1915555
143,1220,5.1708694
