user,pos_item,neg_item
558,1542,1129
558,62,480
558,1411,1302
558,1357,1129
558,1046,592
558,345,805
558,11,1196
558,509,1196
558,218,592
558,1660,592
558,1611,804
558,562,480
558,350,592
558,1633,805
558,1271,804
558,58,1196
558,910,1196
558,1292,1302
558,1230,804
558,1244,804
558,1234,235
558,1394,592
558,1307,1498
558,1294,1498
558,1197,804
558,1136,592
558,1080,1302
558,1220,1129
558,909,1196
558,1235,235
558,1278,1196
558,1265,804
558,223,592
558,587,592
558,21,480
558,356,592
558,357,1196
558,1663,1129
558,39,1129
558,1042,592
558,1569,805
558,597,480
558,141,235
558,440,1498
558,367,1302
558,1028,805
558,1485,1196
563,1210,1274
563,1396,1405
563,893,1544
563,1653,558
563,1212,198
563,1237,332
563,451,610
563,1282,1037
563,596,1205
563,1029,364
563,594,327
563,923,888
563,1266,196
563,1,364
563,1223,1676
563,745,1037
563,1022,13
563,720,810
563,595,849
563,1148,1676
563,1032,1544
563,588,173
563,741,631
563,783,1527
563,1566,1009
563,616,1573
563,1025,1320
563,709,968
563,661,1205
563,1033,173
563,48,849
563,1030,1489
563,1023,888
563,1024,198
563,1073,673
563,260,185
563,1097,1373
563,367,610
563,1019,198
563,2,810
563,1240,198
563,1199,1570
563,1196,558
563,541,379
563,1214,558
563,29,364
563,750,332
563,589,810
563,32,1232
563,924,653
563,1127,196
563,1270,1544
563,1253,327
563,1374,631
563,1200,173
563,1301,880
563,1584,126
563,1376,13
563,1129,631
563,1215,1274
563,480,185
563,1356,1527
563,680,379
563,1372,653
563,1077,673
566,912,29
566,1240,329
566,1223,1377
566,1256,1198
566,1278,1653
566,1136,216
566,1148,1457
566,1288,104
566,910,357
566,1,1030
566,1294,1378
566,1197,880
566,1077,1395
566,1500,1569
566,946,542
566,223,1485
566,1220,1395
566,1083,1198
566,514,785
566,1261,370
566,1073,1016
566,799,171
566,180,849
566,663,1391
566,551,353
566,21,542
566,441,5
566,471,216
566,356,29
566,1125,445
566,1194,1020
566,1297,316
566,1171,275
566,141,1016
566,440,784
566,1028,1379
566,39,329
566,11,520
566,1257,1503
566,322,595
566,372,1127
566,380,586
566,500,457
566,1513,66
566,543,587
566,1405,1372
566,552,353
566,468,1355
566,1010,1653
566,410,780
566,295,329
566,312,248
566,1526,1127
566,3,414
566,801,415
566,413,1030
566,1064,1020
566,107,1101
566,518,329
566,541,172
566,260,674
566,1214,370
566,750,520
566,1196,1355
566,32,377
566,1270,338
566,1206,1375
566,924,1503
566,589,231
566,741,1037
566,1200,457
566,1210,248
566,1374,648
566,1199,784
566,1129,1395
566,1097,464
566,1215,50
566,1580,1370
566,1396,1320
566,1527,1030
566,1376,1461
566,610,1377
566,442,1573
566,198,329
566,1371,10
566,1274,1016
566,1282,1373
566,1025,1205
566,616,185
566,783,414
566,673,1198
566,1489,1030
566,1617,785
566,1625,445
566,1645,1391
566,1597,160
566,1089,231
566,608,185
566,593,10
566,1267,160
566,111,550
566,1036,832
570,1645,239
570,858,594
570,1210,1183
570,648,1453
570,595,1556
570,588,1032
570,1025,1556
570,1274,271
570,783,1453
570,661,1556
570,610,1453
570,1033,230
570,558,1479
570,293,22
570,1393,25
570,356,1479
570,555,1556
570,1408,1032
570,1639,594
570,1680,168
570,838,1556
570,17,673
570,222,271
570,377,1496
570,265,271
570,39,673
570,353,271
570,440,1405
570,163,1183
570,252,271
570,11,1678
570,224,239
570,1059,1183
570,380,271
570,708,594
570,362,105
570,543,22
570,339,673
570,1339,239
570,597,1556
570,587,1479
570,1441,594
570,498,594
570,1498,382
570,237,1453
570,266,168
570,1569,25
570,539,25
570,1043,1032
570,122,239
570,74,1183
570,3,1496
570,788,1556
570,638,22
570,550,1405
570,804,239
570,697,1479
570,527,22
570,1213,673
570,529,239
570,150,239
570,296,1678
570,110,230
570,593,1405
570,1635,1453
570,1682,1678
570,507,1405
570,34,1183
570,531,22
570,161,594
570,1268,594
570,350,1479
570,517,1453
570,431,168
570,1673,673
570,450,230
570,1054,105
570,805,382
570,1271,230
570,590,230
587,1193,639
587,176,265
587,912,233
587,223,357
587,905,1057
587,1136,587
587,1270,539
587,1256,1395
587,1259,1513
587,1244,232
587,1077,1439
587,1265,663
587,69,70
587,1078,1307
587,39,232
587,1073,1213
587,1184,500
587,1500,1093
587,1257,1171
587,1663,708
587,441,1380
587,348,232
587,187,1245
587,1476,830
587,1648,255
587,104,352
587,1517,372
587,1230,47
587,1394,1163
587,1080,413
587,1288,1617
587,1285,305
587,1079,413
587,1175,1617
587,471,232
587,514,1300
587,915,913
587,574,1296
587,180,639
587,278,1249
587,492,1558
587,562,1090
587,156,1245
587,1485,297
587,1405,527
587,1441,70
587,1194,1395
587,356,1163
587,1060,47
587,52,47
587,333,515
587,788,1213
587,586,232
587,537,300
587,370,255
587,804,1245
587,63,300
587,445,144
587,593,639
587,1198,1213
587,608,1454
587,1252,357
587,1228,233
587,1089,265
587,1196,527
587,296,1171
587,1242,497
587,246,1249
587,1206,663
587,1277,1439
587,1219,588
587,1220,1057
587,1091,588
587,919,588
587,260,265
587,1097,1296
587,1179,1054
587,29,300
587,318,527
587,1299,497
587,1247,1454
587,162,708
587,1289,70
587,1387,1395
587,949,255
587,1594,300
587,1258,1513
587,36,708
587,1189,1439
587,1673,830
587,1147,1393
587,312,587
587,73,265
587,32,1307
587,1150,1090
588,111,1201
588,920,1211
588,1193,852
588,945,597
588,951,1060
588,1230,1037
588,905,1211
588,910,508
588,955,1211
588,1294,377
588,1244,104
588,745,1037
588,1148,104
588,1136,1396
588,1288,1588
588,1066,1060
588,1080,1588
588,1446,852
588,1394,597
588,1259,377
588,946,1060
588,1307,508
588,898,597
588,1269,852
588,223,1396
588,1079,1037
588,1537,1037
588,1270,104
588,471,597
588,909,508
588,915,1037
588,583,852
588,232,852
588,342,104
588,1197,1037
588,588,1060
588,345,1588
588,52,377
588,348,597
588,1265,1037
588,1500,1588
588,357,508
588,497,104
588,927,1396
588,1184,1201
588,1580,1211
588,923,1211
588,1104,852
588,912,1211
588,919,1201
588,1221,1211
588,908,377
588,608,597
588,1185,1588
588,318,508
588,1208,104
588,924,1060
588,593,1396
588,296,1396
588,1213,852
588,58,508
588,1084,1201
588,527,508
588,926,377
588,1280,597
588,1179,104
588,1132,852
588,1300,1588
588,971,1037
588,902,377
588,306,1037
588,263,597
588,300,1060
588,1392,1396
588,1131,104
588,954,1201
588,308,1060
588,1196,508
588,21,104
588,229,1060
588,1103,852
588,953,1037
588,1272,1211
588,337,1037
588,1120,1588
588,1594,1060
588,800,597
588,475,1396
588,1535,852
588,1401,1211
588,1097,1211
588,509,508
588,1246,377
588,1673,597
588,562,104
588,1243,597
588,1678,1396
588,506,1396
588,1643,1211
588,412,1588
588,913,1037
588,1617,377
588,1252,1060
588,922,508
588,930,597
588,1267,852
588,1260,508
588,1199,1588
588,1214,508
588,1175,377
588,1077,1211
588,260,1201
588,32,377
588,1584,1396
588,1210,104
588,1573,597
588,480,597
588,1391,1037
588,1212,1060
588,1219,1588
588,904,1396
588,928,852
588,903,1211
588,1249,1211
588,933,852
588,965,1037
588,906,1588
588,1264,104
588,457,1060
588,1674,1396
588,931,1201
588,1036,1037
588,911,1211
588,373,104
588,1343,1060
588,1625,508
588,969,377
588,858,1201
588,1304,852
588,1242,1588
588,1198,852
588,1387,1211
588,1291,377
588,592,597
588,1234,1588
588,1466,1396
588,532,852
588,1645,1037
588,1086,1060
588,950,508
588,492,1396
588,427,852
588,1254,377
588,1204,1588
588,1073,852
588,1292,104
588,1172,1037
588,1281,1201
588,68,597
588,1406,1211
588,1237,597
588,249,377
588,1225,1037
588,529,1037
588,1235,1588
588,1188,104
588,334,852
588,1035,1060
588,1089,1060
588,678,1211
588,1095,377
588,1094,852
588,830,597
588,1285,1037
588,916,104
588,1171,508
588,1284,597
588,246,1211
588,230,1588
588,435,508
588,1057,377
588,1206,1396
588,750,1396
588,425,1037
588,1220,1211
588,594,1211
588,86,1211
588,539,104
591,1210,39
591,1283,1513
591,1617,1513
591,1097,1285
591,902,1270
591,950,357
591,904,1663
591,903,818
591,1086,1485
591,924,500
591,931,333
591,1092,539
591,1276,468
591,1136,1285
591,34,1240
591,1066,500
591,1288,410
591,1304,39
591,1080,1569
591,1234,1036
591,1079,1036
591,838,597
591,497,1270
591,671,370
591,356,333
591,1380,1405
591,162,344
591,246,818
591,1189,468
591,1147,377
591,1649,539
591,608,597
591,1212,1343
591,1267,818
591,50,1240
591,111,357
591,1214,370
591,1219,410
591,908,1569
591,1252,1663
591,593,1485
591,457,500
591,1200,500
591,1610,39
591,1127,1285
591,454,1405
591,1653,468
591,923,370
591,858,370
591,527,1285
591,318,39
591,1196,468
591,1225,1036
591,1213,333
591,1250,1240
591,1193,344
591,1207,333
591,1247,1513
591,1233,1343
591,1242,377
591,1224,410
591,1231,1240
591,1208,39
591,1203,1513
591,17,39
591,1293,500
591,1259,1513
591,1084,377
591,1299,370
591,1635,1513
591,1594,597
591,110,1270
591,1674,357
591,1222,1240
591,1272,818
591,1287,539
591,36,370
591,1090,333
591,1682,1663
591,848,1485
601,1307,1378
601,1220,737
601,1097,762
601,342,455
601,1617,1311
601,1267,546
601,1179,455
601,1344,1260
601,1261,1621
601,1215,595
601,555,546
601,70,737
601,353,829
601,480,830
601,648,762
601,288,44
601,1608,1311
601,653,1042
601,466,1205
601,172,173
601,485,500
601,1198,179
601,919,413
601,1197,1282
601,29,173
601,1210,1042
601,1073,546
601,1259,1041
601,1291,1270
601,1374,1260
601,674,445
601,2,830
601,1029,1302
601,1022,1270
601,1,455
601,551,445
601,364,829
601,1288,1282
601,927,597
601,69,1621
601,1235,1041
601,223,1380
601,235,413
601,441,44
601,1500,1302
601,1060,500
601,1517,193
601,1285,1205
601,171,179
601,562,1260
601,671,445
601,543,162
601,52,193
601,357,595
601,180,597
601,785,737
601,356,44
601,141,597
601,231,829
601,449,173
601,708,762
601,372,1282
601,4,546
601,1476,597
601,344,1380
601,1513,1311
601,532,1042
601,550,1378
601,639,162
601,63,1270
601,1405,1205
601,203,595
601,370,1621
601,444,445
601,296,500
601,608,830
601,50,173
601,47,1205
601,866,1205
601,1466,1380
601,22,193
601,998,1041
601,1361,413
601,1191,44
601,1193,162
601,111,1378
601,593,179
601,1196,1260
601,1594,455
601,247,500
601,1639,737
601,778,762
601,25,1270
601,1673,830
601,477,413
601,1535,1042
601,1682,1282
601,1271,173
601,345,1302
601,1584,595
601,1246,829
601,1678,1380
601,766,1311
601,147,1042
601,1611,1621
601,1093,1041
601,175,595
601,253,162
601,481,737
601,1509,1270
601,724,762
601,1529,1282
602,858,671
602,1270,1127
602,1196,1653
602,1253,1653
602,541,1274
602,1301,1527
602,750,1129
602,260,671
602,29,24
602,1214,671
602,1206,1205
602,589,198
602,924,512
602,1097,1676
602,1200,1371
602,968,1527
602,1210,1274
602,480,479
602,1077,479
602,1584,1127
602,32,24
602,1019,198
602,1356,1676
602,1374,1129
602,1580,512
602,1306,1205
602,1396,1371
602,1376,1127
602,1573,479
602,780,1127
602,426,1274
602,1372,1129
602,1375,1653
602,329,198
602,718,1527
602,76,1205
604,1197,880
604,151,648
604,1680,70
604,1127,1373
604,260,788
604,1206,1326
604,1077,1220
604,1214,435
604,1196,435
604,1240,1586
604,1210,1371
604,1270,1093
604,541,849
604,1097,1100
604,1374,1377
604,1129,1586
604,1376,1513
604,1375,1389
604,480,185
604,1584,485
604,589,849
604,1356,648
604,1653,1326
604,32,459
604,1580,1220
604,1527,1513
604,1372,435
604,1676,459
604,1573,185
604,780,1093
604,329,1586
604,442,788
604,316,70
604,1544,1100
604,379,1371
604,196,1373
604,1291,880
604,1036,1377
604,1200,485
604,1198,788
604,1242,648
604,1275,1586
604,1101,1373
604,592,1220
604,1378,1389
604,1221,1326
604,858,185
604,1387,70
604,6,1220
604,457,485
604,733,1100
604,377,1093
604,474,1513
604,21,849
604,1408,880
604,1608,1377
604,1047,648
604,380,1371
604,10,1371
604,1370,1326
604,368,459
604,494,70
604,552,1371
604,1599,1373
604,1597,435
604,1049,1093
604,1385,1100
604,292,1220
608,1246,1271
608,1196,357
608,527,32
608,356,1061
608,1210,879
608,1242,799
608,1090,1034
608,1263,454
608,110,1034
608,1222,69
608,1586,357
608,780,1336
608,466,879
608,516,1061
608,473,1336
608,1265,1271
608,441,454
608,39,1061
608,223,69
608,588,1336
608,1517,1271
608,842,357
608,1407,879
608,724,69
608,366,32
608,330,25
608,1339,1061
608,70,69
608,196,25
608,1342,1336
608,1644,474
608,1393,799
608,180,454
608,1639,1061
608,296,357
608,1089,1034
608,1266,1271
608,161,69
608,358,879
608,1682,454
608,1610,1034
608,553,1061
608,1476,879
608,590,474
608,353,1034
608,145,799
608,480,1034
608,482,69
610,912,1019
610,1221,1653
610,1250,1019
610,589,1019
610,480,1673
610,661,1150
610,1580,316
610,648,316
610,527,1653
610,593,1466
610,1225,316
610,1213,1150
610,1280,1019
610,1203,1676
610,1196,1653
610,1293,910
610,1233,1466
610,1090,1150
610,608,1673
610,1084,1307
610,1197,316
610,1136,910
610,1304,1019
610,1079,32
610,1270,1376
610,1,16
610,1259,1676
610,34,1019
610,1080,32
610,1641,1466
610,1210,1019
610,1097,316
610,750,910
610,541,1019
610,260,1673
610,1214,1653
610,1200,1466
610,671,1150
610,1240,1019
610,1584,910
610,1396,1466
610,1127,316
610,1374,1653
610,1372,1019
610,1527,1676
620,1193,1391
620,527,1061
620,1267,1589
620,1248,153
620,1252,1391
620,930,429
620,858,784
620,1617,1061
620,296,1665
620,50,743
620,1089,153
620,910,485
620,608,1589
620,1234,72
620,866,413
620,1396,1665
620,47,1061
620,592,429
620,112,423
620,367,1061
620,1466,485
620,70,1061
620,434,423
620,745,1391
620,1265,1391
620,1,72
620,1449,1665
620,235,784
620,39,1061
620,223,429
620,551,637
620,21,743
620,1215,423
620,1060,485
620,1641,1665
620,514,1061
620,322,413
620,104,1589
620,1517,1391
620,180,1391
620,588,72
620,1042,153
620,799,784
620,1476,743
620,231,743
620,785,1061
620,1414,72
620,356,1589
620,543,429
620,1580,1061
620,141,743
620,380,1589
620,410,413
620,1485,485
620,1377,1061
620,500,485
621,1204,913
621,1120,382
621,1127,870
621,223,1284
621,785,1330
621,968,724
621,1513,1644
621,296,188
621,1261,1388
621,1260,1330
621,541,328
621,1617,93
621,1179,273
621,1387,724
621,1219,913
621,1258,382
621,1214,253
621,1350,1623
621,1345,1284
621,1340,339
621,1215,870
621,1347,253
621,735,611
621,1255,1644
621,1407,273
621,1321,93
621,799,870
621,1339,913
621,70,1388
621,610,1330
621,1342,382
621,366,1128
621,1168,606
621,1320,339
621,177,1389
621,330,1623
621,196,93
621,3,1644
621,1196,1554
621,341,913
621,982,328
621,1248,1284
621,110,328
621,1259,724
621,1249,1388
621,1171,188
621,1673,328
621,551,328
624,1186,923
624,1210,21
624,1030,1376
624,1203,1298
624,318,1135
624,25,1356
624,1247,733
624,953,1295
624,1207,1295
624,1208,788
624,1225,1295
624,912,1333
624,1250,1345
624,1,21
624,1270,1199
624,1294,1135
624,1259,1356
624,1220,1295
624,356,1345
624,1394,923
624,1136,923
624,1265,1295
624,1288,780
624,1073,1320
624,1097,733
624,260,82
624,367,1298
624,2,82
624,1193,1396
624,1387,733
624,1196,1135
624,1198,788
624,1214,788
624,1197,1295
624,1200,1333
624,1233,1396
624,1291,1376
624,1242,1199
624,1275,1320
624,1201,780
624,589,21
624,1240,1333
624,1036,1295
624,1222,1345
624,1610,1333
624,480,21
624,1374,923
624,110,21
624,1370,733
624,1287,1376
624,1408,1295
624,1580,923
624,1307,1135
624,1258,780
624,1213,1320
624,1617,1356
624,608,1298
624,296,1396
624,47,1135
624,924,82
624,541,21
624,1584,788
624,1127,780
624,1653,733
624,1129,1345
624,1372,1333
624,1219,21
624,1090,1320
624,1079,1298
624,1674,1396
624,1296,1356
624,1246,21
624,1663,788
624,1321,21
624,592,1345
624,1124,923
624,1101,1345
624,1347,1396
624,1130,1135
624,1272,1356
624,1080,1199
624,1278,1135
624,1276,1320
624,1103,788
624,1254,1295
624,919,82
624,920,733
624,1299,923
624,161,1135
624,1183,21
624,1092,1376
624,1025,1320
624,593,1333
624,1343,1396
624,1266,1295
624,266,21
624,590,1199
624,1007,1376
624,1378,1135
624,474,1199
624,1365,788
624,750,923
624,457,82
624,848,780
624,858,1199
624,1221,1135
624,509,1135
624,954,1298
624,1230,1295
624,529,1295
624,1678,733
624,1256,1333
624,908,1295
624,50,21
624,1260,733
624,1217,82
624,715,1295
624,1249,1356
624,111,1376
624,1089,21
637,908,153
637,1376,410
637,1203,1377
637,1019,592
637,965,1377
637,1127,1225
637,969,1092
637,588,1031
637,1200,924
637,1214,1343
637,1032,410
637,1321,924
637,1007,1225
637,150,1225
637,1208,1105
637,952,1092
637,34,153
637,595,1206
637,1292,423
637,1287,410
637,1333,592
637,541,1031
637,1233,1380
637,1084,1562
637,110,1105
637,1339,1377
637,1250,592
637,1340,1377
637,1304,592
637,1344,1377
637,1345,592
637,1252,1343
637,1022,1092
637,1099,1377
637,923,1377
637,349,592
637,161,1377
637,590,423
637,1253,592
637,440,1587
637,1100,1377
637,1246,153
637,1263,1206
637,750,1380
637,1029,410
637,1097,1377
637,949,1377
637,1196,924
637,1302,1225
637,454,1343
637,356,592
637,835,1377
637,169,1092
637,455,1031
637,457,924
637,1222,592
637,1293,423
637,458,1206
637,587,592
637,948,1377
637,1242,153
637,858,1562
637,1201,1562
637,920,1380
637,1265,1225
637,1411,1031
637,1235,1377
637,801,410
637,1224,410
637,586,1105
637,1015,423
637,466,592
637,1130,1562
637,1610,592
637,1291,410
637,60,592
637,780,410
637,963,1343
637,905,1377
637,953,1225
637,1387,1377
637,480,1105
637,1299,1377
637,1408,1225
637,364,153
637,1010,1206
637,1544,1377
637,1294,1562
637,1303,592
637,491,924
637,1028,1377
637,1245,153
637,1136,592
637,1080,1092
637,500,1031
637,968,1377
637,1347,1380
637,1012,1225
637,1124,1377
637,1350,1343
637,1193,1206
637,1272,1377
637,898,924
637,596,423
637,1090,1105
637,597,592
637,1197,1225
637,1135,1380
637,1219,1092
637,1198,592
637,1394,592
637,1217,1105
637,1103,592
637,515,924
637,1125,1587
637,1210,423
637,1231,1031
637,151,1092
637,520,924
637,524,1225
644,908,1210
644,1047,1215
644,785,110
644,913,745
644,299,1415
644,1513,110
644,541,110
644,260,665
644,1199,616
644,750,1058
644,1206,1415
644,1196,896
644,29,110
644,589,110
644,1240,1210
644,1270,745
644,1175,745
644,32,1232
644,1200,1415
644,924,1058
644,1127,745
644,1163,896
644,165,1058
644,1230,745
646,1250,1094
646,1200,1391
646,1196,1445
646,356,1094
646,912,1073
646,1299,296
646,750,1391
646,1233,1445
646,1208,673
646,969,25
646,110,25
646,920,296
646,1294,288
646,1242,1094
646,1090,1073
646,1222,1094
646,1210,673
646,1263,1391
646,1272,1391
646,161,1445
646,647,296
646,1408,1094
646,1619,1391
646,1616,288
646,780,25
646,318,1445
646,150,1094
646,1207,1073
646,1246,1094
646,924,296
646,953,1391
646,908,1094
646,1247,288
646,62,673
646,1213,1073
646,1097,1391
646,1302,25
646,11,1445
646,541,673
646,1198,1073
646,1267,1094
646,1214,288
646,1240,1094
646,1136,296
646,527,1445
646,1204,1391
646,1262,1391
646,1304,1094
646,260,673
646,1291,25
646,474,25
646,457,296
646,1036,1391
646,480,288
646,1374,1445
646,1197,1391
646,1307,1073
646,1393,288
646,293,1094
646,1265,1391
646,1234,25
646,592,1094
646,1183,1094
646,1586,1094
646,688,25
646,1266,1391
646,590,288
646,1201,673
646,303,296
646,432,1073
646,589,673
646,1206,1445
646,1270,25
646,1127,1391
646,1077,1073
646,1584,296
646,1376,25
646,1356,25
646,32,25
646,1396,1445
646,1580,296
646,858,288
646,788,673
646,317,1445
646,653,1094
646,258,288
646,1252,1391
646,913,1391
646,1387,296
646,1610,1094
646,1370,288
646,733,1445
646,349,1094
646,1527,25
646,368,25
646,316,1391
646,1372,1094
647,1270,996
647,589,227
647,457,1383
647,21,1383
647,6,648
647,112,420
647,1573,464
647,1047,1356
647,1527,737
647,1370,1616
647,474,663
647,1385,216
647,1552,356
647,1676,688
647,198,1479
647,1377,648
647,494,464
647,1597,1610
647,353,227
647,349,203
647,380,227
647,1608,737
647,434,227
647,442,438
647,316,216
647,368,1599
647,1391,1432
647,376,780
647,423,393
647,379,413
647,1382,1580
647,292,329
647,517,648
647,170,733
647,1320,466
647,544,329
647,1544,996
647,1004,203
647,849,1556
647,172,420
647,160,356
647,327,315
647,15,653
647,204,1383
647,667,445
647,304,393
647,1500,208
647,34,1610
647,1265,1170
647,235,393
647,1641,387
647,1517,1383
647,11,1383
647,440,438
647,671,445
647,585,464
647,104,688
647,1020,653
647,7,1390
647,339,466
647,157,344
647,1550,413
647,1516,1499
647,410,780
647,818,1599
647,586,1681
647,317,387
647,788,315
647,435,1479
647,1646,1383
651,1225,1645
651,1193,188
651,1641,278
651,104,497
651,441,1370
651,21,95
651,1265,1645
651,1500,410
651,1171,1552
651,356,1552
651,1215,597
651,1580,278
651,45,1676
651,471,597
651,141,597
651,440,432
651,785,497
651,1391,188
651,380,597
651,157,188
651,1219,95
651,1214,520
651,1258,1676
651,1347,1370
651,610,497
651,1278,1378
651,1333,1552
651,968,1676
651,1321,95
651,1345,1370
651,1334,1645
651,70,278
651,1320,520
651,1128,1378
651,1346,1378
651,1327,278
651,858,410
651,1221,1370
651,1198,1552
651,260,432
651,1201,1378
651,1200,520
651,1036,1645
651,1197,1645
651,969,95
651,1196,188
651,1304,1552
651,1240,1552
651,1387,278
651,589,520
651,457,520
651,940,410
651,110,95
651,1222,1552
651,1210,1552
651,1287,497
651,1291,410
651,1610,1552
651,1220,1676
651,592,1370
651,1374,278
651,1356,497
651,1129,1370
651,1527,1676
651,480,597
651,1101,1645
651,1377,497
651,329,1552
651,1376,410
651,353,95
651,648,1676
651,1375,188
651,1372,1552
651,1587,432
651,552,597
651,653,1552
651,919,432
651,1204,410
651,1262,497
651,1303,520
651,1259,1676
651,1275,1552
651,1073,1552
651,1017,1645
651,952,410
651,1019,1552
651,590,432
651,674,432
651,1031,95
651,303,188
651,1009,1370
651,1371,597
651,1011,497
651,849,410
651,910,278
651,50,432
651,1089,1552
651,1617,1676
651,1084,1378
651,296,188
651,608,1370
651,1213,1552
651,1234,1645
651,1396,520
651,1466,278
651,999,95
651,923,520
651,318,520
651,1250,1552
651,527,520
651,912,1552
651,908,497
651,593,188
651,1208,1552
651,1090,597
651,1103,1552
651,1293,432
651,1242,410
651,1276,278
651,1231,1552
651,1272,1645
651,1228,597
651,1263,188
651,954,1378
651,1097,1370
651,1282,1645
651,594,278
651,1288,1676
651,1028,497
651,364,95
651,1298,1676
651,1035,95
651,913,1645
651,924,520
651,904,188
651,1092,410
651,541,432
651,1252,1370
651,1267,597
651,1344,278
651,1247,278
651,1230,1645
651,1206,188
652,1339,196
652,253,273
652,366,435
652,1407,273
652,1215,328
652,1645,196
652,407,1342
652,70,6
652,382,1644
652,50,379
652,608,1356
652,1617,1544
652,1089,273
652,593,842
652,1625,849
652,47,377
652,293,273
652,628,273
652,1610,273
652,163,1003
652,457,842
652,1370,6
652,1653,435
652,161,849
652,733,6
652,349,849
652,1573,328
652,10,196
652,543,842
652,454,435
652,1396,196
652,32,377
652,1527,1356
652,480,328
652,1584,842
652,1580,6
655,1446,1213
655,141,597
655,224,766
655,1230,85
655,1104,85
655,1150,788
655,912,1081
655,111,1393
655,1237,1221
655,858,590
655,924,35
655,994,537
655,446,788
655,1041,781
655,926,230
655,919,82
655,1354,527
655,1228,247
655,334,1135
655,1103,1213
655,1247,1406
655,1050,934
655,1300,1567
655,41,105
655,778,1441
655,1084,593
655,1225,372
655,213,1395
655,1208,218
655,232,592
655,571,1081
655,36,125
655,1411,472
655,534,1395
655,1172,781
655,1288,94
655,58,527
655,1673,480
655,308,1408
655,621,247
655,1293,82
655,475,1682
655,293,70
655,1264,1517
655,1096,1377
655,17,218
655,645,1678
655,1095,1527
655,1357,1580
655,265,82
655,222,235
655,296,896
655,80,292
655,1295,85
655,1060,35
655,1306,193
655,538,1221
655,1466,1485
655,851,1425
655,509,193
655,1124,1353
655,26,766
655,892,766
655,45,305
655,1187,592
655,1243,637
655,506,520
655,1545,593
655,314,231
655,715,1517
655,321,292
655,1365,1126
655,838,597
655,1653,1406
655,650,125
655,1312,1567
655,1190,1441
655,1417,1682
655,249,230
655,753,593
655,469,372
655,574,1580
655,1600,934
655,1136,592
655,910,1678
655,34,1081
655,1269,85
655,1394,1377
655,916,247
655,1080,209
655,1304,1213
655,1188,472
655,1235,1393
655,1307,1135
655,1197,125
655,1079,934
655,101,472
655,497,539
655,1175,70
655,1546,1353
655,728,235
655,223,896
655,1641,537
655,348,231
655,342,1081
655,357,1485
655,21,480
655,345,85
655,1202,105
655,1648,1221
655,417,193
655,1211,1406
655,1279,230
655,144,292
655,1541,1425
655,500,35
655,444,590
655,246,781
655,162,520
660,1197,381
660,101,173
660,1233,279
660,589,434
660,1610,348
660,480,830
660,1580,737
660,1408,1620
660,6,1439
660,377,32
660,474,1095
660,733,762
660,349,546
660,380,374
660,1518,1517
660,1480,104
660,648,216
660,1586,546
660,1608,517
660,780,762
660,590,1573
660,86,317
660,1552,79
660,547,327
660,1544,996
660,608,487
660,318,234
660,800,551
660,296,160
660,110,24
660,1094,532
660,1179,79
660,1639,276
660,428,104
660,1682,1627
660,538,216
660,235,1523
660,529,93
660,508,357
660,161,360
660,337,19
660,1404,196
660,11,612
660,1357,1100
660,21,102
660,1672,1513
660,314,265
660,1678,356
660,1401,694
660,151,102
660,475,1641
660,431,265
660,280,32
660,1653,381
660,1187,350
660,1396,344
660,788,5
660,1320,429
660,1391,737
660,50,79
660,1089,282
660,1213,327
660,1617,1453
660,866,1620
660,164,195
660,1589,1453
660,367,764
660,1645,1627
660,1061,517
660,521,327
660,70,737
660,81,1620
660,707,203
660,42,1588
660,1647,1439
660,1601,24
660,1447,279
660,463,420
660,1,102
660,34,1095
660,1500,415
660,1265,1517
660,39,348
660,708,276
660,852,12
660,468,317
660,224,1100
660,252,234
660,45,381
660,725,1095
660,410,996
660,231,420
660,295,350
660,1409,432
660,333,5
660,466,276
660,569,694
660,520,532
660,1646,612
660,435,427
660,552,434
660,537,429
660,485,303
660,1353,279
660,135,434
660,710,836
660,1445,597
660,527,532
660,647,597
660,991,282
660,1619,762
660,1183,24
660,1266,93
660,383,548
660,458,317
660,1092,415
660,1597,1399
660,1422,5
660,1249,216
660,1660,60
660,1635,1513
660,150,19
660,1343,1603
660,16,368
660,272,640
660,1393,288
660,364,548
660,1633,160
660,471,350
660,440,1573
660,490,551
660,52,640
660,1527,1620
660,342,546
660,454,356
660,509,317
660,1372,1582
660,62,434
660,539,104
660,339,546
660,1488,1439
660,785,487
660,1093,208
660,1047,764
660,225,102
660,105,1021
660,635,551
660,748,276
660,1616,360
660,376,1620
660,1416,743
660,329,348
660,1508,429
660,494,517
660,1352,1641
660,451,836
660,386,1453
660,95,196
660,207,32
660,993,102
660,786,532
660,316,1100
660,254,420
660,879,830
660,78,548
660,100,282
660,1225,429
660,1198,327
660,1242,1523
660,1196,317
660,541,173
660,1231,374
660,1240,60
660,1394,12
660,1079,1453
660,1217,79
660,1270,93
660,1258,1513
660,1228,743
660,1291,996
660,1090,234
660,1307,32
660,1097,381
660,1674,357
660,592,203
660,1663,344
660,1220,429
660,1127,196
660,1374,694
660,1129,1439
660,1124,279
660,1081,1582
660,1135,360
660,1101,350
660,1375,303
660,1587,203
660,1204,836
660,858,288
660,1252,427
660,1276,1399
660,1250,348
660,750,203
660,1207,282
660,260,265
660,919,89
660,111,634
660,1136,160
660,908,1095
660,1262,1603
660,1084,32
